headword,CEFR,CEFR_numeric,word_length,syllable_count,POS,frequency,POS_adjective,POS_adverb,POS_noun,POS_unknown,POS_verb
purposeful,B2,4,10,4,adjective,3.07,1,0,0,0,0
purse,B1,3,5,2,noun,3.95,0,0,1,0,0
pursue,A2,2,6,2,verb,4.26,0,0,0,0,1
pursuit,B2,4,7,2,noun,4.12,0,0,1,0,0
push,B1,3,4,1,noun,4.82,0,0,1,0,0
push,A1,1,4,1,noun,4.82,0,0,1,0,0
put,A1,1,3,1,noun,5.66,0,0,1,0,0
puzzle,B1,3,6,2,noun,3.96,0,0,1,0,0
puzzled,B2,4,7,2,verb,3.28,0,0,0,0,1
quake,B1,3,5,2,noun,3.45,0,0,1,0,0
qualification,B2,4,13,5,noun,3.88,0,0,1,0,0
qualified,B1,3,9,3,verb,4.46,0,0,0,0,1
qualify,B1,3,7,3,verb,4.19,0,0,0,0,1
quality,B1,3,7,3,noun,5.11,0,0,1,0,0
quality,A2,2,7,3,noun,5.11,0,0,1,0,0
quantify,B2,4,8,3,verb,3.24,0,0,0,0,1
quantity,B1,3,8,3,noun,4.07,0,0,1,0,0
quarantine,B2,4,10,4,noun,3.64,0,0,1,0,0
quarrel,B2,4,7,2,noun,3.31,0,0,1,0,0
quarrelsome,B2,4,11,4,adjective,2.22,1,0,0,0,0
quarter,A1,1,7,2,noun,4.72,0,0,1,0,0
queen,A2,2,5,1,noun,4.86,0,0,1,0,0
queer,B2,4,5,1,noun,3.76,0,0,1,0,0
query,B2,4,5,2,noun,3.64,0,0,1,0,0
question,A1,1,8,2,noun,5.35,0,0,1,0,0
question,B2,4,8,2,noun,5.35,0,0,1,0,0
question mark,B1,3,13,3,unknown,4.87,0,0,0,1,0
questionnaire,B1,3,13,4,noun,3.44,0,0,1,0,0
queue,B1,3,5,1,noun,3.78,0,0,1,0,0
queue,B2,4,5,1,noun,3.78,0,0,1,0,0
quick,A2,2,5,1,noun,4.98,0,0,1,0,0
quickly,A1,1,7,2,adverb,5.0,0,1,0,0,0
quiet,A1,1,5,1,noun,4.65,0,0,1,0,0
quiet,B2,4,5,1,noun,4.65,0,0,1,0,0
quietly,A2,2,7,2,adverb,4.15,0,1,0,0,0
quit,B2,4,4,1,verb,4.54,0,0,0,0,1
quit,A2,2,4,1,verb,4.54,0,0,0,0,1
quite,A2,2,5,2,adverb,5.29,0,1,0,0,0
quiz,A2,2,4,1,noun,3.82,0,0,1,0,0
quotable,B2,4,8,3,adjective,2.47,1,0,0,0,0
quotation,B2,4,9,3,noun,3.51,0,0,1,0,0
quote,B2,4,5,2,noun,4.51,0,0,1,0,0
rabbit,A1,1,6,2,noun,4.05,0,0,1,0,0
race,B1,3,4,1,noun,5.08,0,0,1,0,0
racial,B1,3,6,2,adjective,4.3,1,0,0,0,0
racism,B2,4,6,2,noun,4.25,0,0,1,0,0
racist,B2,4,6,2,noun,4.42,0,0,1,0,0
rack,B2,4,4,1,noun,3.9,0,0,1,0,0
racket,A2,2,6,2,noun,3.33,0,0,1,0,0
radar,B2,4,5,2,noun,4.2,0,0,1,0,0
radiate,B2,4,7,3,verb,2.96,0,0,0,0,1
radiation,B1,3,9,3,noun,4.27,0,0,1,0,0
radical,B2,4,7,3,noun,4.33,0,0,1,0,0
radically,B2,4,9,4,adverb,3.54,0,1,0,0,0
radio,A1,1,5,2,noun,5.01,0,0,1,0,0
radium,B2,4,6,2,noun,2.8,0,0,1,0,0
rafter,B2,4,6,2,noun,2.56,0,0,1,0,0
rag,B2,4,3,1,noun,3.55,0,0,1,0,0
rage,B1,3,4,1,noun,4.11,0,0,1,0,0
rail,B1,3,4,1,noun,4.41,0,0,1,0,0
railroad,B1,3,8,2,noun,4.32,0,0,1,0,0
railway,B1,3,7,2,noun,4.46,0,0,1,0,0
rain,A1,1,4,1,noun,4.71,0,0,1,0,0
rainbow,B2,4,7,2,noun,4.07,0,0,1,0,0
raincoat,A2,2,8,2,noun,2.68,0,0,1,0,0
rainfall,B1,3,8,2,noun,3.82,0,0,1,0,0
rainforest,B1,3,10,3,noun,3.39,0,0,1,0,0
rainstorm,B2,4,9,2,noun,2.62,0,0,1,0,0
rainy,A1,1,5,2,adjective,3.74,1,0,0,0,0
raise,A2,2,5,2,noun,4.75,0,0,1,0,0
rally,B2,4,5,2,noun,4.34,0,0,1,0,0
ram,B2,4,3,1,noun,4.19,0,0,1,0,0
ramp,B2,4,4,1,noun,3.83,0,0,1,0,0
range,A2,2,5,2,noun,5.12,0,0,1,0,0
range,B2,4,5,2,noun,5.12,0,0,1,0,0
ranger,B2,4,6,2,noun,3.88,0,0,1,0,0
rank,B1,3,4,1,noun,4.44,0,0,1,0,0
rap,A2,2,3,1,noun,4.12,0,0,1,0,0
rap,B1,3,3,1,noun,4.12,0,0,1,0,0
rape,B2,4,4,1,noun,4.48,0,0,1,0,0
rapid,B1,3,5,2,noun,4.38,0,0,1,0,0
rapidly,B1,3,7,3,adverb,4.34,0,1,0,0,0
rare,B1,3,4,1,adjective,4.77,1,0,0,0,0
rarely,B1,3,6,3,adverb,4.42,0,1,0,0,0
rash,B2,4,4,1,noun,3.67,0,0,1,0,0
raspberry,B1,3,9,3,noun,3.5,0,0,1,0,0
rat,A1,1,3,1,noun,4.17,0,0,1,0,0
rate,A2,2,4,1,noun,5.14,0,0,1,0,0
rate,B2,4,4,1,noun,5.14,0,0,1,0,0
rather,A2,2,6,2,adverb,5.32,0,1,0,0,0
rating,A2,2,6,2,noun,4.45,0,0,1,0,0
ration,B1,3,6,2,noun,3.17,0,0,1,0,0
rational,B1,3,8,3,noun,4.06,0,0,1,0,0
rattle,B2,4,6,2,noun,3.35,0,0,1,0,0
ravage,B2,4,6,3,noun,2.58,0,0,1,0,0
raw,A2,2,3,1,noun,4.53,0,0,1,0,0
ray,A2,2,3,1,noun,4.69,0,0,1,0,0
razor,B1,3,5,2,noun,3.72,0,0,1,0,0
're,A1,1,3,1,unknown,5.23,0,0,0,1,0
reach,B1,3,5,1,noun,4.94,0,0,1,0,0
reach,A2,2,5,1,noun,4.94,0,0,1,0,0
react,B1,3,5,1,verb,4.16,0,0,0,0,1
reaction,B2,4,8,2,noun,4.73,0,0,1,0,0
read,A1,1,4,1,noun,5.54,0,0,1,0,0
reader,A1,1,6,2,noun,4.34,0,0,1,0,0
readily,B2,4,7,3,adverb,3.93,0,1,0,0,0
reading,A1,1,7,2,noun,5.14,0,0,1,0,0
ready,A1,1,5,2,noun,5.28,0,0,1,0,0
real,A1,1,4,1,noun,5.6,0,0,1,0,0
real estate,B2,4,11,4,unknown,4.75,0,0,0,1,0
realistic,B1,3,9,3,adjective,4.16,1,0,0,0,0
reality,B1,3,7,3,noun,4.89,0,0,1,0,0
realization/realisation,B2,4,23,8,unknown,3.09,0,0,0,1,0
realize/realise,A2,2,15,6,unknown,4.16,0,0,0,1,0
really,A1,1,6,2,adverb,5.97,0,1,0,0,0
rear,B2,4,4,1,noun,4.43,0,0,1,0,0
rearrange,B1,3,9,3,verb,3.01,0,0,0,0,1
reason,A1,1,6,2,noun,5.32,0,0,1,0,0
reasonable,B1,3,10,4,adjective,4.59,1,0,0,0,0
reasonably,B2,4,10,4,adverb,4.03,0,1,0,0,0
rebel,B2,4,5,2,noun,4.08,0,0,1,0,0
rebellious,B2,4,10,3,adjective,3.36,1,0,0,0,0
rebuild,B1,3,7,2,verb,3.9,0,0,0,0,1
recall,B1,3,6,2,noun,4.4,0,0,1,0,0
receipt,A2,2,7,2,noun,3.92,0,0,1,0,0
receive,A2,2,7,3,verb,4.85,0,0,0,0,1
recent,A2,2,6,2,noun,5.04,0,0,1,0,0
recently,A2,2,8,3,adverb,5.02,0,1,0,0,0
reception,B1,3,9,3,noun,4.23,0,0,1,0,0
receptionist,A2,2,12,4,noun,3.26,0,0,1,0,0
recession,B2,4,9,3,noun,3.85,0,0,1,0,0
recipe,B2,4,6,3,noun,4.23,0,0,1,0,0
recite,B1,3,6,3,verb,3.28,0,0,0,0,1
reckon,B2,4,6,2,verb,3.76,0,0,0,0,1
reclaim,B1,3,7,2,verb,3.44,0,0,0,0,1
recognition,B2,4,11,4,noun,4.47,0,0,1,0,0
recognize/recognise,B1,3,19,8,unknown,3.82,0,0,0,1,0
recollect,B2,4,9,3,verb,2.69,0,0,0,0,1
recollection,B2,4,12,4,noun,3.28,0,0,1,0,0
recommend,B1,3,9,3,verb,4.61,0,0,0,0,1
recommendable,B2,4,13,5,unknown,1.74,0,0,0,1,0
recommendation,B2,4,14,5,noun,4.09,0,0,1,0,0
reconsider,B2,4,10,4,verb,3.63,0,0,0,0,1
record,B1,3,6,2,noun,5.21,0,0,1,0,0
record,A2,2,6,2,noun,5.21,0,0,1,0,0
recording,B1,3,9,3,noun,4.51,0,0,1,0,0
recover,B1,3,7,3,verb,4.29,0,0,0,0,1
recovery,B1,3,8,4,noun,4.58,0,0,1,0,0
recreation,B2,4,10,3,noun,4.04,0,0,1,0,0
recruit,B2,4,7,2,noun,3.89,0,0,1,0,0
rectangular,B2,4,11,4,adjective,3.62,1,0,0,0,0
recycle,A2,2,7,3,verb,3.35,0,0,0,0,1
recycled,B1,3,8,3,verb,3.56,0,0,0,0,1
recycling,B1,3,9,3,noun,3.76,0,0,1,0,0
red,A1,1,3,1,noun,5.32,0,0,1,0,0
red,A2,2,3,1,noun,5.32,0,0,1,0,0
redo,B2,4,4,2,verb,3.19,0,0,0,0,1
reduce,B1,3,6,3,verb,4.73,0,0,0,0,1
reduction,B1,3,9,3,noun,4.39,0,0,1,0,0
redundant,B2,4,9,3,adjective,3.59,1,0,0,0,0
reed,B2,4,4,1,noun,4.07,0,0,1,0,0
reef,B1,3,4,1,noun,3.83,0,0,1,0,0
refer,A2,2,5,2,verb,4.45,0,0,0,0,1
referee,B1,3,7,3,noun,3.86,0,0,1,0,0
reference,B2,4,9,4,noun,4.74,0,0,1,0,0
referent,B2,4,8,3,noun,2.31,0,0,1,0,0
refinery,B2,4,8,4,noun,3.49,0,0,1,0,0
reflect,A2,2,7,2,verb,4.39,0,0,0,0,1
reflection,B1,3,10,3,noun,4.17,0,0,1,0,0
reflective,B2,4,10,4,adjective,3.58,1,0,0,0,0
reform,B2,4,6,2,noun,4.53,0,0,1,0,0
refrain,B2,4,7,2,noun,3.63,0,0,1,0,0
refresh,B2,4,7,2,verb,3.65,0,0,0,0,1
refreshments,B1,3,12,3,noun,3.01,0,0,1,0,0
refrigerator,A2,2,12,5,noun,3.61,0,0,1,0,0
refuge,B2,4,6,3,noun,3.91,0,0,1,0,0
refugee,B2,4,7,3,noun,3.98,0,0,1,0,0
refund,B1,3,6,2,noun,3.94,0,0,1,0,0
refusal,B1,3,7,3,noun,3.83,0,0,1,0,0
refuse,B1,3,6,3,noun,4.39,0,0,1,0,0
refute,B2,4,6,3,verb,3.14,0,0,0,0,1
regain,B1,3,6,2,verb,3.73,0,0,0,0,1
regard,B2,4,6,2,noun,4.36,0,0,1,0,0
regard,B1,3,6,2,noun,4.36,0,0,1,0,0
regarding,B1,3,9,3,verb,4.67,0,0,0,0,1
regardless,B2,4,10,3,adjective,4.48,1,0,0,0,0
reggae,B2,4,6,2,noun,3.47,0,0,1,0,0
regime,B2,4,6,3,noun,4.3,0,0,1,0,0
region,B1,3,6,2,noun,5.0,0,0,1,0,0
regional,B1,3,8,3,adjective,4.72,1,0,0,0,0
register,B1,3,8,3,noun,4.59,0,0,1,0,0
registration,B1,3,12,4,noun,4.32,0,0,1,0,0
regret,B2,4,6,2,noun,4.37,0,0,1,0,0
regret,A2,2,6,2,noun,4.37,0,0,1,0,0
regrettably,B2,4,11,4,adverb,2.88,0,1,0,0,0
regular,A2,2,7,3,noun,4.95,0,0,1,0,0
regularly,A2,2,9,4,adverb,4.52,0,1,0,0,0
regulate,B2,4,8,4,verb,3.87,0,0,0,0,1
regulation,B1,3,10,4,noun,4.38,0,0,1,0,0
rehearsal,B2,4,9,3,noun,3.68,0,0,1,0,0
reinforce,B2,4,9,3,verb,3.68,0,0,0,0,1
reinforcement,B2,4,13,4,noun,3.43,0,0,1,0,0
reject,B1,3,6,2,noun,4.03,0,0,1,0,0
rejection,B2,4,9,3,noun,3.9,0,0,1,0,0
rejoin,B2,4,6,2,verb,3.19,0,0,0,0,1
relate,B1,3,6,3,verb,4.24,0,0,0,0,1
related,B2,4,7,3,verb,5.1,0,0,0,0,1
relation,B1,3,8,3,noun,4.31,0,0,1,0,0
relationship,B1,3,12,4,noun,5.15,0,0,1,0,0
relative,B1,3,8,4,noun,4.48,0,0,1,0,0
relatively,B1,3,10,5,adverb,4.66,0,1,0,0,0
relativity,B2,4,10,5,noun,3.34,0,0,1,0,0
relax,A2,2,5,2,verb,4.29,0,0,0,0,1
relaxation,B2,4,10,4,noun,3.71,0,0,1,0,0
relaxed,A2,2,7,3,verb,4.01,0,0,0,0,1
relaxing,B1,3,8,3,verb,3.9,0,0,0,0,1
relay,B2,4,5,2,noun,3.86,0,0,1,0,0
release,A2,2,7,3,noun,5.09,0,0,1,0,0
release,B1,3,7,3,noun,5.09,0,0,1,0,0
relevant,B2,4,8,3,adjective,4.61,1,0,0,0,0
reliable,B1,3,8,3,adjective,4.29,1,0,0,0,0
relic,B2,4,5,2,noun,3.37,0,0,1,0,0
relief,B2,4,6,2,noun,4.55,0,0,1,0,0
relieve,B2,4,7,3,verb,3.77,0,0,0,0,1
relieved,B2,4,8,3,verb,3.95,0,0,0,0,1
religion,B1,3,8,3,noun,4.74,0,0,1,0,0
religious,B1,3,9,3,noun,4.85,0,0,1,0,0
reluctant,B2,4,9,3,adjective,3.81,1,0,0,0,0
rely,B1,3,4,1,verb,4.29,0,0,0,0,1
remain,A2,2,6,2,verb,4.83,0,0,0,0,1
remainder,B1,3,9,3,noun,4.03,0,0,1,0,0
remaining,B2,4,9,3,verb,4.63,0,0,0,0,1
remains,B2,4,7,2,noun,4.8,0,0,1,0,0
remark,B2,4,6,2,noun,3.66,0,0,1,0,0
remark,B1,3,6,2,noun,3.66,0,0,1,0,0
remarkable,B1,3,10,4,adjective,4.29,1,0,0,0,0
remarkably,B2,4,10,4,adverb,3.77,0,1,0,0,0
remedy,B1,3,6,3,noun,3.82,0,0,1,0,0
remember,A1,1,8,3,verb,5.38,0,0,0,0,1
remembrance,B1,3,11,4,noun,3.61,0,0,1,0,0
remind,A2,2,6,2,verb,4.37,0,0,0,0,1
reminder,B2,4,8,3,noun,4.12,0,0,1,0,0
remote,A2,2,6,3,noun,4.41,0,0,1,0,0
remote control,B1,3,14,5,unknown,4.37,0,0,0,1,0
remove,B1,3,6,3,noun,4.71,0,0,1,0,0
renew,B1,3,5,2,verb,3.73,0,0,0,0,1
rent,A2,2,4,1,noun,4.58,0,0,1,0,0
rental,B2,4,6,2,noun,4.1,0,0,1,0,0
reorganize/reorganise,B2,4,21,8,unknown,2.12,0,0,0,1,0
repaint,B2,4,7,2,verb,2.61,0,0,0,0,1
repair,A2,2,6,2,noun,4.41,0,0,1,0,0
repay,B1,3,5,2,verb,3.66,0,0,0,0,1
repeat,A1,1,6,2,noun,4.49,0,0,1,0,0
repeatedly,B1,3,10,4,adverb,4.21,0,1,0,0,0
repertoire,B2,4,10,4,noun,3.43,0,0,1,0,0
repetition,B2,4,10,4,noun,3.48,0,0,1,0,0
replace,A2,2,7,3,verb,4.58,0,0,0,0,1
replacement,B2,4,11,4,noun,4.44,0,0,1,0,0
replica,B2,4,7,3,noun,3.67,0,0,1,0,0
reply,A2,2,5,2,noun,4.5,0,0,1,0,0
reply,B1,3,5,2,noun,4.5,0,0,1,0,0
report,A2,2,6,2,noun,5.32,0,0,1,0,0
report,B1,3,6,2,noun,5.32,0,0,1,0,0
reporter,A1,1,8,3,noun,4.35,0,0,1,0,0
represent,A2,2,9,3,verb,4.58,0,0,0,0,1
representative,B1,3,14,6,noun,4.57,0,0,1,0,0
repress,B2,4,7,2,verb,2.82,0,0,0,0,1
repression,B2,4,10,3,noun,3.51,0,0,1,0,0
reprint,B2,4,7,2,noun,3.39,0,0,1,0,0
reproduce,B1,3,9,4,verb,3.63,0,0,0,0,1
reprove,B2,4,7,3,verb,1.79,0,0,0,0,1
republic,B1,3,8,3,noun,4.6,0,0,1,0,0
reputation,B1,3,10,4,noun,4.47,0,0,1,0,0
request,A2,2,7,2,noun,4.76,0,0,1,0,0
request,B1,3,7,2,noun,4.76,0,0,1,0,0
require,B1,3,7,3,verb,4.78,0,0,0,0,1
requirement,B1,3,11,4,noun,4.26,0,0,1,0,0
rescue,B1,3,6,2,noun,4.48,0,0,1,0,0
research,A2,2,8,2,noun,5.39,0,0,1,0,0
research,B2,4,8,2,noun,5.39,0,0,1,0,0
researcher,B1,3,10,3,noun,3.92,0,0,1,0,0
resemble,B1,3,8,3,verb,3.73,0,0,0,0,1
reservation,B1,3,11,4,noun,3.95,0,0,1,0,0
reserve,B1,3,7,3,noun,4.6,0,0,1,0,0
residence,B2,4,9,4,noun,4.36,0,0,1,0,0
resident,B1,3,8,3,noun,4.38,0,0,1,0,0
resident,B2,4,8,3,noun,4.38,0,0,1,0,0
residential,B1,3,11,4,adjective,4.33,1,0,0,0,0
resign,B2,4,6,2,verb,3.97,0,0,0,0,1
resignation,B2,4,11,4,noun,4.02,0,0,1,0,0
resist,B1,3,6,2,verb,4.2,0,0,0,0,1
resistance,B2,4,10,4,noun,4.55,0,0,1,0,0
resolution,B2,4,10,4,noun,4.59,0,0,1,0,0
resolve,B1,3,7,3,noun,4.17,0,0,1,0,0
resonant,B2,4,8,3,adjective,3.13,1,0,0,0,0
resort,B1,3,6,2,noun,4.37,0,0,1,0,0
resource,B1,3,8,3,noun,4.39,0,0,1,0,0
respect,B1,3,7,2,noun,5.03,0,0,1,0,0
respectable,B1,3,11,4,adjective,3.71,1,0,0,0,0
respectably,B2,4,11,4,adverb,2.12,0,1,0,0,0
respected,B2,4,9,3,verb,4.11,0,0,0,0,1
respiration,B2,4,11,4,noun,3.05,0,0,1,0,0
respiratory,B2,4,11,5,adjective,3.81,1,0,0,0,0
respond,B1,3,7,2,verb,4.53,0,0,0,0,1
response,A2,2,8,3,noun,5.03,0,0,1,0,0
responsibility,B1,3,14,6,noun,4.75,0,0,1,0,0
responsible,B1,3,11,4,adjective,4.88,1,0,0,0,0
rest,B1,3,4,1,noun,5.23,0,0,1,0,0
restaurant,A1,1,10,3,noun,4.68,0,0,1,0,0
restore,B1,3,7,3,verb,4.18,0,0,0,0,1
restrict,B1,3,8,2,verb,3.8,0,0,0,0,1
restriction,B2,4,11,3,noun,3.76,0,0,1,0,0
result,A1,1,6,2,noun,5.18,0,0,1,0,0
result,B1,3,6,2,noun,5.18,0,0,1,0,0
resume,B2,4,6,3,noun,4.12,0,0,1,0,0
retail,B1,3,6,2,noun,4.55,0,0,1,0,0
retailer,B2,4,8,3,noun,3.75,0,0,1,0,0
retain,B1,3,6,2,verb,4.16,0,0,0,0,1
retard,B2,4,6,2,noun,3.37,0,0,1,0,0
retell,B1,3,6,2,verb,2.24,0,0,0,0,1
retina,B2,4,6,3,noun,3.4,0,0,1,0,0
retire,A2,2,6,3,verb,4.05,0,0,0,0,1
retired,A2,2,7,3,verb,4.44,0,0,0,0,1
retirement,B2,4,10,4,noun,4.53,0,0,1,0,0
retreat,B2,4,7,2,noun,4.13,0,0,1,0,0
retrieve,B2,4,8,3,verb,3.69,0,0,0,0,1
retrospect,B1,3,10,3,noun,3.29,0,0,1,0,0
return,A2,2,6,2,noun,5.19,0,0,1,0,0
reunification,B1,3,13,5,noun,3.09,0,0,1,0,0
reunify,B1,3,7,3,verb,1.93,0,0,0,0,1
reunion,A2,2,7,2,noun,3.93,0,0,1,0,0
reveal,A2,2,6,2,verb,4.43,0,0,0,0,1
revelation,B2,4,10,4,noun,3.96,0,0,1,0,0
revenge,B2,4,7,3,noun,4.28,0,0,1,0,0
revenue,B2,4,7,3,noun,4.64,0,0,1,0,0
reverence,B2,4,9,4,noun,3.22,0,0,1,0,0
reverse,B2,4,7,3,noun,4.37,0,0,1,0,0
review,A1,1,6,2,noun,5.12,0,0,1,0,0
review,B2,4,6,2,noun,5.12,0,0,1,0,0
revise,B1,3,6,3,noun,3.48,0,0,1,0,0
revision,B1,3,8,3,noun,3.82,0,0,1,0,0
revival,B2,4,7,3,noun,3.93,0,0,1,0,0
revive,B2,4,6,3,verb,3.68,0,0,0,0,1
revolution,B2,4,10,4,noun,4.56,0,0,1,0,0
revolutionary,B2,4,13,6,noun,4.17,0,0,1,0,0
revolutionize/revolutionise,B2,4,27,12,unknown,2.24,0,0,0,1,0
revolve,B2,4,7,3,verb,3.24,0,0,0,0,1
reward,B1,3,6,2,noun,4.33,0,0,1,0,0
reward,B2,4,6,2,noun,4.33,0,0,1,0,0
rewrite,B1,3,7,3,noun,3.47,0,0,1,0,0
rhinoceros,B2,4,10,4,noun,2.85,0,0,1,0,0
rhyme,B2,4,5,2,noun,3.56,0,0,1,0,0
rhythm,A2,2,6,1,noun,4.05,0,0,1,0,0
rhythmic,B2,4,8,2,adjective,3.39,1,0,0,0,0
rib,B2,4,3,1,noun,3.59,0,0,1,0,0
ribbon,A1,1,6,2,noun,3.81,0,0,1,0,0
rice,A1,1,4,1,noun,4.55,0,0,1,0,0
rich,A1,1,4,1,noun,4.91,0,0,1,0,0
rid,B1,3,3,1,verb,4.5,0,0,0,0,1
riddle,B2,4,6,2,noun,3.44,0,0,1,0,0
riddle,B1,3,6,2,noun,3.44,0,0,1,0,0
ride,A1,1,4,1,noun,4.85,0,0,1,0,0
rider,B2,4,5,2,noun,4.02,0,0,1,0,0
ridge,B2,4,5,2,noun,4.12,0,0,1,0,0
ridiculous,B1,3,10,4,adjective,4.46,1,0,0,0,0
right,A1,1,5,1,noun,5.96,0,0,1,0,0
right,A2,2,5,1,noun,5.96,0,0,1,0,0
righteousness,B2,4,13,3,noun,3.48,0,0,1,0,0
right-hand,A2,2,10,2,adjective,5.3,1,0,0,0,0
rightly,B2,4,7,2,adverb,3.73,0,1,0,0,0
rim,B2,4,3,1,noun,3.85,0,0,1,0,0
ring,A2,2,4,1,noun,4.81,0,0,1,0,0
ring,A1,1,4,1,noun,4.81,0,0,1,0,0
rip,B2,4,3,1,noun,4.26,0,0,1,0,0
ripe,B1,3,4,1,adjective,3.67,1,0,0,0,0
rise,B1,3,4,1,noun,4.81,0,0,1,0,0
risk,B1,3,4,1,noun,5.05,0,0,1,0,0
risk,B2,4,4,1,noun,5.05,0,0,1,0,0
risky,B2,4,5,2,adjective,3.94,1,0,0,0,0
rite,B2,4,4,1,noun,3.63,0,0,1,0,0
ritual,B2,4,6,2,noun,4.02,0,0,1,0,0
rival,B2,4,5,2,noun,4.18,0,0,1,0,0
river,A1,1,5,2,noun,5.03,0,0,1,0,0
road,A2,2,4,1,noun,5.24,0,0,1,0,0
roadside,B1,3,8,3,noun,3.45,0,0,1,0,0
roam,B2,4,4,1,verb,3.46,0,0,0,0,1
roar,B2,4,4,1,noun,3.7,0,0,1,0,0
roast,B2,4,5,1,noun,3.87,0,0,1,0,0
roast,A2,2,5,1,noun,3.87,0,0,1,0,0
rob,A2,2,3,1,verb,4.35,0,0,0,0,1
robbery,A2,2,7,3,noun,3.97,0,0,1,0,0
robin,A2,2,5,2,noun,4.33,0,0,1,0,0
robot,B1,3,5,2,noun,4.24,0,0,1,0,0
rock,A2,2,4,1,noun,5.03,0,0,1,0,0
rock,B2,4,4,1,noun,5.03,0,0,1,0,0
rocket,B2,4,6,2,noun,4.31,0,0,1,0,0
rocky,B2,4,5,2,adjective,4.16,1,0,0,0,0
role,A1,1,4,1,noun,5.16,0,0,1,0,0
roll,A2,2,4,1,noun,4.75,0,0,1,0,0
roll,B2,4,4,1,noun,4.75,0,0,1,0,0
rolling,B1,3,7,2,noun,4.47,0,0,1,0,0
romance,A2,2,7,3,noun,4.32,0,0,1,0,0
romantic,A2,2,8,3,noun,4.43,0,0,1,0,0
roof,A2,2,4,1,noun,4.55,0,0,1,0,0
room,A1,1,4,1,noun,5.39,0,0,1,0,0
room,B1,3,4,1,noun,5.39,0,0,1,0,0
roommate,B2,4,8,3,noun,3.81,0,0,1,0,0
root,A2,2,4,1,noun,4.41,0,0,1,0,0
rope,A2,2,4,1,noun,4.06,0,0,1,0,0
rose,A1,1,4,1,noun,4.82,0,0,1,0,0
rosy,B2,4,4,2,adjective,3.28,1,0,0,0,0
rotten,B1,3,6,2,adjective,3.81,1,0,0,0,0
rough,B1,3,5,1,noun,4.49,0,0,1,0,0
roughly,A2,2,7,2,adverb,4.36,0,1,0,0,0
round,B1,3,5,1,noun,5.14,0,0,1,0,0
round,A2,2,5,1,noun,5.14,0,0,1,0,0
round,B2,4,5,1,noun,5.14,0,0,1,0,0
roundabout,A2,2,10,3,noun,3.33,0,0,1,0,0
route,B2,4,5,2,noun,4.67,0,0,1,0,0
routine,B1,3,7,3,noun,4.37,0,0,1,0,0
row,A1,1,3,1,noun,4.6,0,0,1,0,0
row,B2,4,3,1,noun,4.6,0,0,1,0,0
royal,A2,2,5,1,noun,4.85,0,0,1,0,0
royalty,B2,4,7,2,noun,3.8,0,0,1,0,0
rub,B2,4,3,1,noun,3.97,0,0,1,0,0
rubber,B1,3,6,2,noun,4.23,0,0,1,0,0
rubbish,B1,3,7,2,noun,3.87,0,0,1,0,0
rubble,B2,4,6,2,noun,3.44,0,0,1,0,0
rude,A1,1,4,1,adjective,4.25,1,0,0,0,0
rudely,B1,3,6,3,adverb,2.89,0,1,0,0,0
rug,B2,4,3,1,noun,3.72,0,0,1,0,0
rugby,A2,2,5,2,noun,4.4,0,0,1,0,0
ruin,B1,3,4,1,noun,4.31,0,0,1,0,0
ruin,A2,2,4,1,noun,4.31,0,0,1,0,0
ruinous,B2,4,7,2,adjective,2.69,1,0,0,0,0
rule,A1,1,4,1,noun,4.94,0,0,1,0,0
rule,B2,4,4,1,noun,4.94,0,0,1,0,0
ruler,A1,1,5,2,noun,3.84,0,0,1,0,0
rumor/rumour,A2,2,12,4,unknown,3.22,0,0,0,1,0
run,A1,1,3,1,noun,5.49,0,0,1,0,0
runaway,B1,3,7,3,noun,3.54,0,0,1,0,0
runner,A2,2,6,2,noun,4.18,0,0,1,0,0
running,A2,2,7,2,noun,5.23,0,0,1,0,0
runway,B1,3,6,2,noun,3.92,0,0,1,0,0
rural,B2,4,5,2,adjective,4.59,1,0,0,0,0
rush,A2,2,4,1,noun,4.48,0,0,1,0,0
rush,B1,3,4,1,noun,4.48,0,0,1,0,0
rush hour,B2,4,9,2,unknown,4.4,0,0,0,1,0
rusty,B2,4,5,2,adjective,3.61,1,0,0,0,0
's,A1,1,2,1,unknown,5.86,0,0,0,1,0
sack,B2,4,4,1,noun,3.91,0,0,1,0,0
sacred,B1,3,6,2,adjective,4.24,1,0,0,0,0
sad,A1,1,3,1,adjective,4.84,1,0,0,0,0
sadly,A2,2,5,2,adverb,4.18,0,1,0,0,0
sadness,B1,3,7,2,noun,3.88,0,0,1,0,0
safari,B1,3,6,3,noun,3.63,0,0,1,0,0
safe,A2,2,4,2,noun,5.07,0,0,1,0,0
safeguard,B1,3,9,3,noun,3.55,0,0,1,0,0
safeguard,B2,4,9,3,noun,3.55,0,0,1,0,0
safely,B1,3,6,3,adverb,4.22,0,1,0,0,0
safety,B1,3,6,3,noun,4.97,0,0,1,0,0
sag,B2,4,3,1,noun,3.25,0,0,1,0,0
sage,B2,4,4,1,noun,3.83,0,0,1,0,0
sail,B2,4,4,1,noun,4.01,0,0,1,0,0
sailing,A2,2,7,2,noun,3.99,0,0,1,0,0
sailor,A1,1,6,2,noun,3.78,0,0,1,0,0
sake,A2,2,4,1,noun,4.4,0,0,1,0,0
salad,A1,1,5,2,noun,4.15,0,0,1,0,0
